ID;TAG NAME;URL;NOME FILE;NOME ATTUALE;TESTO ALT;HREF;TESTO NEL TAG;FORMATO;STATUS
838;li;;;;;;BAMBINA | 6-14 ANNINOVITÀSUMMER COLOURSNEWMAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®TeenCROPPEDSPALLINEBasicsManiche LungheVESTITI | SALOPETTEVedi TuttoVestitiTuteDENIMSpecial OccasionsGONNE | SHORTSVedi TuttoGonneShortsDENIMLEGGINGS | PANTALONIVedi TuttoLeggings | JeggingsPantaloniJOGGERSportCulottePACKJEANSVisualizza TuttoSkinnyMom FitWIDE LEGPAPERBAGNew FitsFELPEVedi TuttoTinta unitaFantasiaLicenze®APERTEBASICSGIUBBOTTIVisualizza TuttoPiumini | ImbottitiCappotti | ParkaGiubbotti | GiletGiacche stile camiciaCAMICIEVisualizza TuttoCamicieCamicette | TopOVERSHIRTSMAGLIERIAVedi TuttoMaglieCardigan E GiaccheVestiti | PantaloniBASICSSPORTSSPORTY IISPORTY ITOTAL LOOKDENIMBASICSCARTOONSCOSTUMISCARPEVisualizza tuttoSandaloModa mareScarpeSportiveSneaker StivalettoStivali | stivalettiPelleDIVIDER_MENU_2Special pricesBORSE | ZAINIVisualizza tuttoBorseZainiMarsupiUNDERWEAR | PIGIAMIVedi TuttoPigiamiUnderwearCalzini | CalzePROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsACCESSORIVedi TuttoBerretti | CappelliAccessori per capelliBigiotteriaSPECIAL PRICESNEWJOIN LIFE COLLECTIONCARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldo;;
839;a;;;;;#;BAMBINA | 6-14 ANNI;;
840;span;;;;;;BAMBINA;;
841;span;;;;;;|;;
842;a;;;;;https://www.zara.com/it/it/kids-girl-accessories-hair-l3079.html;Accessori per capelli;;
843;a;;;;;https://www.zara.com/it/it/kids-girl-accessories-jewelry-l4015.html;Bigiotteria;;
844;a;;;;;https://www.zara.com/it/it/man-trend-17-mkt1846.html;SUPREME;;
845;a;;;;;https://www.zara.com/it/it/man-trend-18-mkt1847.html;TIE DYE;;
846;a;;;;;https://www.zara.com/it/it/man-trend-19-mkt1902.html;CHROMA;;
847;a;;;;;https://www.zara.com/it/it/man-trend-20-mkt1914.html;THE NEW ORDER;;
848;a;;;;;https://www.zara.com/it/it/man-trend-21-mkt1915.html;NIGHT VISION;;
849;a;;;;;https://www.zara.com/it/it/man-trend-22-mkt1916.html;";)";;
850;a;;;;;https://www.zara.com/it/it/man-trend-23-mkt1917.html;PURE;;
851;li;;;;;;COLLECTIONSUMMER VIBESGIUBBOTTI | TRENCHVisualizza TuttoBomberGiacche a ventoPUFFERSTrench | ParkaGILETOVERSHIRTSCAMICIEVisualizza TuttoTinta UnitaCamicie Maniche CorteCamicie a RigheFantasiaFormaleMAGLIETTEVisualizza TuttoTinta unitaStampateManiche LunghePOLOPANTALONIVisualizza TuttoTailoredChinosJoggersCargo LarghiJEANSVisualizza TuttoSkinnySlimStraightRelaxedBERMUDAVedi TuttoDenimBasicsJoggersLinoCargo FELPEBLAZERMAGLIERIAVisualizza TuttoMaglieGiletCardiganManiche CorteSET COORDINATIABITISCARPEVedi tuttoPelleSportiveSandali | EspadrillasMocassiniScarpeStivaliJet foamPantofoleSPECIAL PRICESBORSE | ZAINIVedi tuttoPelleZainiBusinessMarsupi e tracolleBauletti | shoppersViaggioPortafogliPortacellulari | AccessoriSpecial pricesBEACHWEARACCESSORIVisualizza TuttoCappelli e BerrettiOcchiali da SoleCalziniUnderwearBigiotteria | OrologiPigiamiCintureSciarpe e FoulardPortafogliPortacellulari e AccessoriPet CollectionPROFUMISPECIAL PRICESVisualizza TuttoCOLLECTIONScarpe | Borse JOIN LIFE COLLECTIONNew InCappotti | GiubbottiMaglieriaPantaloniJeansFelpeCamicieMaglietteScarpe | BorseAccessoriCARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldo;;
852;script;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/vendors~catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundl~ef3bdd2e.js;vendors~catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundl~ef3bdd2e.js;;;;;;
853;img;https://static.zara.net/photos///2021/V/0/3/p/1295/355/826/104/w/222/1295355826_1_1_1.jpg?ts=1619771810260;1295355826_1_1_1.jpg?ts=1619771810260;;VESTITO JACQUARD CON PARTI ELASTICIZZATE;;;.jpg;200
854;li;;;;;;Jeans;;
855;a;;;;;https://www.zara.com/it/it/join-life-woman-jeans-l2983.html;Jeans;;
856;li;;;;;;Gonne | Shorts;;
857;li;;;;;;SUMMER IN THE CITY;;
858;a;;;;;https://www.zara.com/it/it/kids-babygirl-event-4-l2032.html;SUMMER IN THE CITY;;
859;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-join-life-l119.html;JOIN LIFE COLLECTION;;
860;li;;;;;;CAPPOTTI | TRENCH;;
861;a;;;;;https://www.zara.com/it/it/donna-giacche-l1184.html;CAPPOTTI | TRENCH;;
862;ul;;;;;;Visualizza TuttoCappottiTrench;;
863;a;;;;;https://www.zara.com/it/it/donna-giacche-l1184.html;Visualizza Tutto;;
864;li;;;;;;VESTITO TECNICO CUT OUT25,95 EUR;;
865;a;;;;;https://www.zara.com/it/it/vestito-tecnico-cut-out-p01608625.html;;;
866;a;;;;;https://www.zara.com/it/it/vestito-tecnico-cut-out-p01608625.html;VESTITO TECNICO CUT OUT;;
867;span;;;;;;VESTITO TECNICO CUT OUT;;
868;li;;;;;;38% OFFVESTITO CHEMISIER25,95 EUR15,95 EUR38% OFFVESTITO CHEMISIER25,95 EUR15,95 EUR38% OFFVESTITO CHEMISIER25,95 EUR15,95 EUR;;
869;li;;;;;;38% OFFVESTITO CHEMISIER25,95 EUR15,95 EUR;;
870;a;;;;;https://www.zara.com/it/it/vestito-chemisier-p08574605.html;;;
871;a;;;;;https://www.zara.com/it/it/vestito-chemisier-p08574605.html;VESTITO CHEMISIER;;
872;span;;;;;;VESTITO CHEMISIER;;
873;li;;;;;;TUTA DI LINO CON CUT OUT25,95 EUR;;
874;a;;;;;https://www.zara.com/it/it/search;CercaPremere enter per accedere al motore di ricerca;;
875;span;;;;;;Cerca;;
876;span;;;;;;Premere enter per accedere al motore di ricerca;;
877;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-scarpe-l136.html;Visualizza tutto;;
878;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-scarpe-sandali-l144.html;Sandalo;;
879;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-scarpe-scarpe-l146.html;Scarpe;;
880;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-scarpe-sneakers-l148.html;Sportive;;
881;a;;;;;https://www.zara.com/it/it/bambini-neonata-scarpe-trend-l2310.html;Basics;;
882;li;;;;;;Summer Shoes;;
883;a;;;;;https://www.zara.com/it/it/bambini-neonata-scarpe-trend-l2310.html;Summer Shoes;;
884;a;;;;;https://www.zara.com/it/it/tuta-con-struttura-cut-out-p01315355.html;TUTA CON STRUTTURA CUT OUT;;
885;li;;;;;;Portacellulari | Accessori;;
886;a;;;;;https://www.zara.com/it/it/uomo-accessori-piccole-dimensioni-l1940.html;Portacellulari | Accessori;;
887;li;;;;;;Special prices;;
888;a;;;;;https://www.zara.com/it/it/uomo-borse-prezzi-speciali-l582.html;Special prices;;
889;li;;;;;;BEACHWEAR;;
890;a;;;;;https://www.zara.com/it/it/uomo-moda-mare-l590.html;BEACHWEAR;;
891;a;;;;;https://www.zara.com/it/it/uomo-accessori-l537.html;ACCESSORI;;
892;ul;;;;;;Visualizza TuttoCappelli e BerrettiOcchiali da SoleCalziniUnderwearBigiotteria | OrologiPigiamiCintureSciarpe e FoulardPortafogliPortacellulari e AccessoriPet Collection;;
893;li;;;;;;Intimo | Body;;
894;ul;;;;;;Visualizza TuttoSkinnyMom FitWIDE LEGPAPERBAGNew Fits;;
895;li;;;;;;+1 COLOREVESTITO A COSTE A RIGHE17,95 EUR+1 COLOREVESTITO A COSTE A RIGHE17,95 EUR+1 COLOREVESTITO A COSTE A RIGHE17,95 EUR;;
896;li;;;;;;+1 COLOREVESTITO A COSTE A RIGHE17,95 EUR;;
897;a;;;;;https://www.zara.com/it/it/vestito-a-coste-a-righe-p05431618.html;;;
898;a;;;;;https://www.zara.com/it/it/vestito-a-coste-a-righe-p05431618.html;VESTITO A COSTE A RIGHE;;
899;span;;;;;;VESTITO A COSTE A RIGHE;;
900;li;;;;;;+1 COLOREVESTITO CUT OUT22,95 EUR;;
901;a;;;;;https://www.zara.com/it/it/vestito-cut-out-p08574625.html;;;
902;a;;;;;https://www.zara.com/it/it/vestito-cut-out-p08574625.html;VESTITO CUT OUT;;
903;span;;;;;;VESTITO CUT OUT;;
904;li;;;;;;VESTITO STAMPATO TROPICALE22,95 EUR;;
905;script;"data:text/javascript;base64,aWYgKC9tc2llfHRyaWRlbnQvaS50ZXN0KG5hdmlnYXRvci51c2VyQWdlbnQpKSB7CgkJCQl3aW5kb3cubG9jYXRpb24uaHJlZiA9ICcvJyArIHphcmEuYXBwQ29uZmlnLnN0b3JlQ29kZSArICcvJyArIHphcmEuYXBwQ29uZmlnLmxhbmdDb2RlICsgJy9lcnJvci91bnN1cHBvcnRlZC1icm93c2VyJzsKCQkJfQ==";"javascript;base64,aWYgKC9tc2llfHRyaWRlbnQvaS50ZXN0KG5hdmlnYXRvci51c2VyQWdlbnQpKSB7CgkJCQl3aW5kb3cubG9jYXRpb24uaHJlZiA9ICcvJyArIHphcmEuYXBwQ29uZmlnLnN0b3JlQ29kZSArICcvJyArIHphcmEuYXBwQ29uZmlnLmxhbmdDb2RlICsgJy9lcnJvci91bnN1cHBvcnRlZC1icm93c2VyJzsKCQkJfQ==";;;;;;
906;a;;;;;https://www.zara.com/it/it/vestito-testurizzato-con-volant-p01608613.html;;;
907;a;;;;;https://www.zara.com/it/it/vestito-testurizzato-con-volant-p01608613.html;VESTITO TESTURIZZATO CON VOLANT;;
908;span;;;;;;VESTITO TESTURIZZATO CON VOLANT;;
909;li;;;;;;TUTA LINO MINIMAL22,95 EUR;;
910;a;;;;;https://www.zara.com/it/it/tuta-lino-minimal-p01329071.html;;;
911;a;;;;;https://www.zara.com/it/it/tuta-lino-minimal-p01329071.html;TUTA LINO MINIMAL;;
912;span;;;;;;TUTA LINO MINIMAL;;
913;div;;;;;;22,95 EUR;;
914;li;;;;;;TUTA LINO MINIMAL22,95 EURVESTITO CON INSERTI E MOTIVI RICAMATI25,95 EUR;;
915;li;;;;;;VESTITO CON INSERTI E MOTIVI RICAMATI25,95 EUR;;
916;img;https://static.zara.net/photos///2021/V/0/3/p/2553/602/800/2/w/222/2553602800_6_2_1.jpg?ts=1611144271291;2553602800_6_2_1.jpg?ts=1611144271291;;VESTITO CHEMISIER CON FRANGE;;;.jpg;200
917;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-MdCn.f787423e.eot?#iefix;NeueHelveticaforZara-MdCn.f787423e.eot?#iefix;;;;;;403
918;li;;;;;;BERMUDA;;
919;a;;;;;https://www.zara.com/it/it/uomo-bermuda-l592.html;BERMUDA;;
920;ul;;;;;;Vedi TuttoDenimBasicsJoggersLinoCargo;;
921;a;;;;;https://www.zara.com/it/it/uomo-bermuda-l592.html;Vedi Tutto;;
922;a;;;;;https://www.zara.com/it/it/uomo-bermuda-denim-l597.html;Denim;;
923;a;;;;;https://www.zara.com/it/it/uomo-accessori-profumi-l551.html;PROFUMI;;
924;a;;;;;https://www.zara.com/it/it/uomo-prezzi-speciali-l806.html;SPECIAL PRICES;;
925;ul;;;;;;Visualizza TuttoCOLLECTIONScarpe | Borse;;
926;a;;;;;https://www.zara.com/it/it/uomo-prezzi-speciali-l806.html;Visualizza Tutto;;
927;a;;;;;https://www.zara.com/it/it/man-outerwear-event-l1742.html;COLLECTION;;
928;img;https://static.zara.net/photos///2021/V/0/3/p/4152/600/400/103/w/303/4152600400_1_1_1.jpg?ts=1612517270813;4152600400_1_1_1.jpg?ts=1612517270813;;VESTITO CHEMISIER JEANS;;;.jpg;200
929;a;;;;;https://www.zara.com/it/it/vestito-con-texture-limited-edition-p01185293.html;;;
930;a;;;;;https://www.zara.com/it/it/vestito-con-texture-limited-edition-p01185293.html;VESTITO CON TEXTURE LIMITED EDITION;;
931;span;;;;;;VESTITO CON TEXTURE LIMITED EDITION;;
932;li;;;;;;+1 COLOREVESTITO CON TEXTURE LIMITED EDITION22,95 EURVESTITO CON TEXTURE A RIGHE LIMITED EDITION22,95 EUR+1 COLOREVESTITO CON TEXTURE LIMITED EDITION22,95 EUR;;
933;li;;;;;;GIRLVESTITO MIDI IN SPUGNA19,95 EURGIRLVESTITO MIDI IN SPUGNA19,95 EURGIRLVESTITO MIDI IN SPUGNA19,95 EUR;;
934;li;;;;;;GIRLVESTITO MIDI IN SPUGNA19,95 EUR;;
935;a;;;;;https://www.zara.com/it/it/vestito-midi-in-spugna-p09007705.html;;;
936;div;;;;;;GIRL;;
937;a;;;;;https://www.zara.com/it/it/vestito-midi-in-spugna-p09007705.html;VESTITO MIDI IN SPUGNA;;
938;span;;;;;;VESTITO MIDI IN SPUGNA;;
939;a;;;;;https://www.zara.com/it/it/kids-boy-bermudas-casual-l4440.html;Casual;;
940;a;;;;;https://www.zara.com/it/it/bambini-bambino-pantaloni-l274.html;PANTALONI;;
941;ul;;;;;;Vedi TuttoCASUALJOGGERCARGOFORMALE;;
942;a;;;;;https://www.zara.com/it/it/bambini-bambino-pantaloni-l274.html;Vedi Tutto;;
943;li;;;;;;CASUAL;;
944;li;;;;;;Blush;;
945;a;;;;;https://www.zara.com/it/it/woman-beauty-blush-l4432.html;Blush;;
946;li;;;;;;Cheek Palette;;
947;li;;;;;;VESTITI;;
948;span;;;;;;ABOUT;;
949;ul;;;;;;View AllLabbraVisualizza TuttoLipstickRossetti liquidiREFILLEyesFaceVisualizza TuttoBronzerBlushCheek PaletteRefillNailsBRUSHES;;
950;ul;;;;;;Visualizza TuttoBronzerBlushCheek PaletteRefill;;
951;a;;;;;https://www.zara.com/it/it/bambini-bambina-giacche-imbottito-l399.html;Piumini | Imbottiti;;
952;li;;;;;;Cappotti | Parka;;
953;a;;;;;https://www.zara.com/it/it/bambini-bambina-giacche-cappotti-l397.html;Cappotti | Parka;;
954;li;;;;;;Giubbotti | Gilet;;
955;a;;;;;https://www.zara.com/it/it/bambini-bambina-giubbotti-l376.html;Giubbotti | Gilet;;
956;a;;;;;https://www.zara.com/it/it/uomo-tshirt-vestibilit%C3%A0-lunga-l863.html;Maniche Lunghe;;
957;li;;;;;;POLO;;
958;span;;;;;;SUMMER COLOURS;;
959;li;;;;;;MAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®TeenCROPPEDSPALLINEBasicsManiche Lunghe;;
960;a;;;;;https://www.zara.com/it/it/bambini-bambina-tshirt-l450.html;MAGLIETTE;;
961;ul;;;;;;Vedi TuttoTinta unitaFantasiaLicenze®TeenCROPPEDSPALLINEBasicsManiche Lunghe;;
962;a;;;;;https://www.zara.com/it/it/bambini-bambina-tshirt-l450.html;Vedi Tutto;;
963;a;;;;;https://www.zara.com/it/it/kids-girl-tshirts-plain-l3076.html;Tinta unita;;
964;a;;;;;https://www.zara.com/it/it/bambini-bambina-looks-l388.html;TOTAL LOOK;;
965;a;;;;;https://www.zara.com/it/it/bambini-bambina-denim-l1721.html;DENIM;;
966;a;;;;;https://www.zara.com/it/it/bambini-bambina-basic-l348.html;BASICS;;
967;li;;;;;;CARTOONS;;
968;a;;;;;https://www.zara.com/it/it/kids-girl-license-l2953.html;CARTOONS;;
969;a;;;;;https://www.zara.com/it/it/kids-boy-license-l2954.html;LICENZE;;
970;a;;;;;https://www.zara.com/it/it/kids-boy-trend-8-l2355.html;SPORTS;;
971;ul;;;;;;Vedi TuttoSPORTY IVSporty IIISporty IISporty IBasic Jogging;;
972;a;;;;;https://www.zara.com/it/it/kids-boy-trend-8-l2355.html;Vedi Tutto;;
973;li;;;;;;SPORTY IV;;
974;link;;;;;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle~catalog-product-detail-bundle.js;;;
975;link;;;;;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle.js;;;
976;link;;;;;https://static.zara.net/stdstatic/1.215.0-b.57//images/favicon-32x32.png;;;
977;link;;;;;https://static.zara.net/stdstatic/1.215.0-b.57//images/favicon-16x16.png;;;
978;ul;;;;;;THE FORMULASTHE SYSTEM;;
979;li;;;;;;THE FORMULAS;;
980;a;;;;;https://www.zara.com/it/it/woman-beauty-clean-mkt4243.html;THE FORMULAS;;
981;li;;;;;;THE SYSTEM;;
982;a;;;;;https://www.zara.com/it/it/woman-beauty-system-mkt4244.html;THE SYSTEM;;
983;li;;;;;;"STORIESON THE LINETHE CALLSUPREMETIE DYECHROMATHE NEW ORDERNIGHT VISION ;)PURE";;
984;a;;;;;https://www.zara.com/it/it/bambini-neonato-maglieria-l495.html;Vedi Tutto;;
985;li;;;;;;Premium Knit;;
986;a;;;;;https://www.zara.com/it/it/kids-newborn-knitwear-premium-l3944.html;Premium Knit;;
987;a;;;;;https://www.zara.com/it/it/bambini-neonato-maglieria-top-l500.html;Tops;;
988;a;;;;;https://www.zara.com/it/it/bambini-neonato-maglieria-pantaloni-gonne-l497.html;Pantaloni;;
989;li;;;;;;SALOPETTE | TUTE;;
990;a;;;;;https://www.zara.com/it/it/kids-newborn-knitwear-jumpsuits-l4157.html;SALOPETTE | TUTE;;
991;a;;;;;https://www.zara.com/it/it/kids-newborn-knitwear-accessories-l4158.html;ACCESSORI;;
992;a;;;;;https://www.zara.com/it/it/kids-newborn-basics-l3946.html;BASICS;;
993;a;;;;;https://www.zara.com/it/it/kids-newborn-dungarees-l3096.html;SALOPETTE | TUTE;;
994;a;;;;;https://www.zara.com/it/it/vestito-strutturato-p01019206.html;;;
995;a;;;;;https://www.zara.com/it/it/vestito-strutturato-p01019206.html;VESTITO STRUTTURATO;;
996;span;;;;;;VESTITO STRUTTURATO;;
997;li;;;;;;VESTITO IN FELPA CON MAFALDA © QUINO22,95 EUR;;
998;a;;;;;https://www.zara.com/it/it/vestito-in-felpa-con-mafalda---quino-p09006686.html;;;
999;a;;;;;https://www.zara.com/it/it/bambini-bambina-scarpe-l404.html;SCARPE;;
1000;ul;;;;;;Visualizza tuttoSandaloModa mareScarpeSportiveSneaker StivalettoStivali | stivalettiPelleDIVIDER_MENU_2Special prices;;
1001;li;;;;;;Visualizza tutto;;
1002;a;;;;;https://www.zara.com/it/it/bambini-bambina-scarpe-l404.html;Visualizza tutto;;
1003;li;;;;;;Sandalo;;
1004;a;;;;;https://www.zara.com/it/it/bambini-bambina-scarpe-sandali-l416.html;Sandalo;;
1005;a;;;;;https://www.zara.com/it/it/kids-babyboy-jeans-jumpsuits-l4376.html;SALOPETTE;;
1006;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-basic-l20.html;BASICS;;
1007;ul;;;;;;Vedi tuttoMaglietteTopsBermudaPantaloniMaglieriaAccessori | UnderwearScarpe | Borse;;
1008;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-basic-l20.html;Vedi tutto;;
1009;a;;;;;https://www.zara.com/it/it/uomo-borse-viaggio-l584.html;Viaggio;;
1010;a;;;;;https://www.zara.com/it/it/uomo-nuovi-arrivi-l711.html;NEW;;
1011;li;;;;;;"BEAUTYNEWCOLLECTIONView AllLabbraVisualizza TuttoLipstickRossetti liquidiREFILLEyesFaceVisualizza TuttoBronzerHighlighterBlushCheek PaletteRefillNailsBRUSHESABOUTTHE FORMULASTHE SYSTEMSTORIESON THE LINETHE CALLSUPREMETIE DYECHROMATHE NEW ORDERNIGHT VISION ;)PUREVR STORE";;
1012;a;;;;;#;BEAUTYNEW;;
1013;ul;;;;;;"COLLECTIONView AllLabbraVisualizza TuttoLipstickRossetti liquidiREFILLEyesFaceVisualizza TuttoBronzerHighlighterBlushCheek PaletteRefillNailsBRUSHESABOUTTHE FORMULASTHE SYSTEMSTORIESON THE LINETHE CALLSUPREMETIE DYECHROMATHE NEW ORDERNIGHT VISION ;)PUREVR STORE";;
1014;a;;;;;https://www.zara.com/it/it/man-trend-8-l1613.html;COLLECTION;;
1015;a;;;;;https://www.zara.com/it/it/man-trend-8-l1613.html;View All;;
1016;a;;;;;https://www.zara.com/it/it/man-trend-24-l1918.html;Labbra;;
1017;a;;;;;https://www.zara.com/it/it/man-trend-24-l1918.html;Visualizza Tutto;;
1018;a;;;;;https://www.zara.com/it/it/man-trend-25-l1919.html;Lipstick;;
1019;li;;;;;;NUOVOTUTA CON STRUTTURA A FIORI19,95 EUR;;
1020;a;;;;;https://www.zara.com/it/it/tuta-con-struttura-a-fiori-p01165700.html;;;
1021;a;;;;;https://www.zara.com/it/it/tuta-con-struttura-a-fiori-p01165700.html;TUTA CON STRUTTURA A FIORI;;
1022;span;;;;;;TUTA CON STRUTTURA A FIORI;;
1023;li;;;;;;NUOVOTUTA CON STRUTTURA A FIORI19,95 EURNUOVOTUTA DI LINO CON CUT OUT25,95 EURNUOVOTUTA IN LINO A CULOTTE25,95 EURNUOVOTUTA IN LINO A CULOTTE25,95 EUR;;
1024;li;;;;;;NUOVOTUTA DI LINO CON CUT OUT25,95 EUR;;
1025;a;;;;;https://www.zara.com/it/it/tuta-di-lino-con-cut-out-p06199071.html;;;
1026;a;;;;;https://www.zara.com/it/it/tuta-di-lino-con-cut-out-p06199071.html;TUTA DI LINO CON CUT OUT;;
1027;span;;;;;;TUTA DI LINO CON CUT OUT;;
1028;div;;;;;;25,95 EUR;;
1029;a;;;;;https://www.zara.com/it/it/vestito-colletto-peter-p01094369.html;VESTITO COLLETTO PETER;;
1030;span;;;;;;VESTITO COLLETTO PETER;;
1031;li;;;;;;CAFFETTANO CON RICAMO A FIORI25,95 EUR;;
1032;a;;;;;https://www.zara.com/it/it/caffettano-con-ricamo-a-fiori-p05770611.html;;;
1033;a;;;;;https://www.zara.com/it/it/caffettano-con-ricamo-a-fiori-p05770611.html;CAFFETTANO CON RICAMO A FIORI;;
1034;span;;;;;;CAFFETTANO CON RICAMO A FIORI;;
1035;li;;;;;;VESTITO LUNGO RICAMATO29,95 EUR;;
1036;a;;;;;https://www.zara.com/it/it/vestito-lungo-ricamato-p04322601.html;;;
1037;a;;;;;https://www.zara.com/it/it/vestito-lungo-ricamato-p04322601.html;VESTITO LUNGO RICAMATO;;
1038;span;;;;;;VESTITO LUNGO RICAMATO;;
1039;li;;;;;;Stivali | Stivaletti;;
1040;a;;;;;https://www.zara.com/it/it/donna-scarpe-stivali-stivaletti-l1265.html;Stivali | Stivaletti;;
1041;a;;;;;https://www.zara.com/it/it/kids-girl-tshirts-printed-l3750.html;Fantasia;;
1042;li;;;;;;Licenze®;;
1043;a;;;;;https://www.zara.com/it/it/bambini-bambina-magliette-licenza-l1715.html;Licenze®;;
1044;li;;;;;;Teen;;
1045;a;;;;;https://www.zara.com/it/it/bambini-bambina-magliette-tropicale-l1744.html;Teen;;
1046;li;;;;;;CROPPED;;
1047;a;;;;;https://www.zara.com/it/it/kids-girl-tshirts-cropped-l4434.html;CROPPED;;
1048;li;;;;;;SPALLINE;;
1049;span;;;;;;VESTITO PIQUÉ TIPO MAGLIA A POLO SPORTY;;
1050;li;;;;;;+1 COLOREVESTITO PIQUÉ TIPO MAGLIA A POLO SPORTY17,95 EUR+1 COLOREVESTITO PIQUÉ TIPO MAGLIA A POLO SPORTY17,95 EUR+1 COLOREVESTITO PIQUÉ TIPO MAGLIA A POLO SPORTY17,95 EUR;;
1051;li;;;;;;TUTA MORBIDA FIORI19,95 EURTUTA A CULOTTE A RIGHE19,95 EUR;;
1052;li;;;;;;TUTA MORBIDA FIORI19,95 EUR;;
1053;a;;;;;https://www.zara.com/it/it/tuta-morbida-fiori-p00219625.html;;;
1054;a;;;;;https://www.zara.com/it/it/tuta-morbida-fiori-p00219625.html;TUTA MORBIDA FIORI;;
1055;span;;;;;;TUTA MORBIDA FIORI;;
1056;li;;;;;;TUTA A CULOTTE A RIGHE19,95 EUR;;
1057;a;;;;;https://www.zara.com/it/it/tuta-a-culotte-a-righe-p06201607.html;;;
1058;a;;;;;https://www.zara.com/it/it/tuta-a-culotte-a-righe-p06201607.html;TUTA A CULOTTE A RIGHE;;
1059;img;https://static.zara.net/photos///2021/I/0/3/p/1381/623/330/104/w/222/1381623330_1_1_1.jpg?ts=1622201938762;1381623330_1_1_1.jpg?ts=1622201938762;;VESTITO UNCINETTO;;;.jpg;200
1060;a;;;;;https://www.zara.com/it/it/kids-babygirl-basics-shorts-l3908.html;GONNE | SHORTS;;
1061;a;;;;;https://www.zara.com/it/it/kids-babygirl-basics-underwear-l3907.html;Accessori | Underwear;;
1062;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-basic-l101.html;Scarpe | Borse;;
1063;a;;;;;https://www.zara.com/it/it/kids-babygirl-total-look-l3916.html;TOTAL LOOK;;
1064;ul;;;;;;Vedi TuttoVestitiTute;;
1065;a;;;;;https://www.zara.com/it/it/donna-top-l1322.html;TOPS;;
1066;li;;;;;;CAMICIE;;
1067;a;;;;;https://www.zara.com/it/it/donna-camicie-l1217.html;CAMICIE;;
1068;ul;;;;;;Visualizza TuttoCamicieBlusa;;
1069;a;;;;;https://www.zara.com/it/it/donna-camicie-l1217.html;Visualizza Tutto;;
1070;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-BoldCn.7f25d356.woff;NeueHelveticaforZara-BoldCn.7f25d356.woff;;;;;;403
1071;li;;;;;;OVERSHIRTS;;
1072;a;;;;;https://www.zara.com/it/it/man-overshirts-l3174.html;OVERSHIRTS;;
1073;a;;;;;https://www.zara.com/it/it/kids-babyboy-knitwear-bottoms-l3931.html;Pantaloni | Bermuda;;
1074;a;;;;;https://www.zara.com/it/it/kids-babyboy-event-3-l2063.html;Basics;;
1075;a;;;;;https://www.zara.com/it/it/kids-babyboy-total-look-l3918.html;TOTAL LOOK;;
1076;a;;;;;https://www.zara.com/it/it/kids-babyboy-sporty-l3943.html;SPORTS;;
1077;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-scarpe-l136.html;SCARPE;;
1078;ul;;;;;;Visualizza tuttoSandaloScarpeSportiveBasicsSummer ShoesStivaliPelleDIVIDER_MENU_2Special prices;;
1079;a;;;;;https://www.zara.com/it/it/bambini-bambina-tshirt-maniche-lunghe-l459.html;Maniche Lunghe;;
1080;li;;;;;;VESTITI | SALOPETTEVedi TuttoVestitiTuteDENIMSpecial Occasions;;
1081;span;;;;;;VESTITO CHEMISIER IN DENIM CON CUT OUT;;
1082;li;;;;;;Contatto;;
1083;a;;;;;https://www.zara.com/it/it/contact;Contatto;;
1084;li;;;;;;Negozi;;
1085;a;;;;;https://www.zara.com/it/it/z-store-st1404.html;Negozi;;
1086;li;;;;;;Aiuto;;
1087;a;;;;;#;Aiuto;;
1088;li;;;;;;Carta RegaloE-Carta RegaloCarta RegaloConsulta saldoAttiva carta;;
1089;a;;;;;https://www.zara.com/it/it/z-giftcard-mkt1394.html;Carta Regalo;;
1090;ul;;;;;;E-Carta RegaloCarta RegaloConsulta saldoAttiva carta;;
1091;a;;;;;https://www.zara.com/it/it/z-zara-card/balance?c=295504;Consulta saldo;;
1092;li;;;;;;VESTITO CHEMISIER LINO CUT OUT25,95 EUR;;
1093;a;;;;;https://www.zara.com/it/it/kids-babyboy-trousers-overalls-l1763.html;SALOPETTE;;
