ID;TAG NAME;URL;NOME FILE;NOME ATTUALE;TESTO ALT;HREF;TESTO NEL TAG;FORMATO;STATUS
1725;img;https://static.zara.net/photos///2021/V/0/3/p/7521/609/712/2/w/222/7521609712_6_1_1.jpg?ts=1615993662814;7521609712_6_1_1.jpg?ts=1615993662814;;TUTA CON RICAMO SVIZZERO;;;.jpg;200
1726;li;;;;;;TUTA CON RICAMO SVIZZERO25,95 EURTUTA DENIM GARMENT22,95 EURTUTA DENIM GARMENT22,95 EUR;;
1727;li;;;;;;TUTA CON RICAMO SVIZZERO25,95 EUR;;
1728;a;;;;;https://www.zara.com/it/it/tuta-con-ricamo-svizzero-p07521609.html;;;
1729;a;;;;;https://www.zara.com/it/it/tuta-con-ricamo-svizzero-p07521609.html;TUTA CON RICAMO SVIZZERO;;
1730;span;;;;;;TUTA CON RICAMO SVIZZERO;;
1731;li;;;;;;TUTA DENIM GARMENT22,95 EUR;;
1732;a;;;;;https://www.zara.com/it/it/tuta-denim-garment-p01639623.html;;;
1733;a;;;;;https://www.zara.com/it/it/tuta-denim-garment-p01639623.html;TUTA DENIM GARMENT;;
1734;span;;;;;;TUTA DENIM GARMENT;;
1735;li;;;;;;SALOPETTE IN DENIM TIE-DYE25,95 EURSALOPETTE IN DENIM TIE-DYE25,95 EURNUOVOSALOPETTE IN DENIM GARMENT DYE22,95 EUR;;
1736;script;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundle~catalo~da7160d6.js;catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundle~catalo~da7160d6.js;;;;;;
1737;img;https://static.zara.net/photos///2021/V/0/3/p/9006/601/612/2/w/222/9006601612_6_1_1.jpg?ts=1610448718324;9006601612_6_1_1.jpg?ts=1610448718324;;VESTITO FELPA SCRITTA;;;.jpg;200
1738;a;;;;;https://www.zara.com/it/it/vestito-in-tulle-a-quadri-vichy-p06201603.html;VESTITO IN TULLE A QUADRI VICHY;;
1739;span;;;;;;VESTITO IN TULLE A QUADRI VICHY;;
1740;li;;;;;;NUOVOVESTITO TEXTURE25,95 EUR;;
1741;a;;;;;https://www.zara.com/it/it/vestito-texture-p06139300.html;;;
1742;a;;;;;https://www.zara.com/it/it/vestito-texture-p06139300.html;VESTITO TEXTURE;;
1743;span;;;;;;VESTITO TEXTURE;;
1744;li;;;;;;NUOVOVESTITO COMBINATO COLOR BLOCK29,95 EURNUOVOVESTITO TEXTURE25,95 EUR;;
1745;li;;;;;;NUOVOVESTITO COMBINATO COLOR BLOCK29,95 EUR;;
1746;a;;;;;https://www.zara.com/it/it/vestito-combinato-color-block-p06063158.html;;;
1747;a;;;;;https://www.zara.com/it/it/vestito-combinato-color-block-p06063158.html;VESTITO COMBINATO COLOR BLOCK;;
1748;li;;;;;;PANTONE COLLECTION;;
1749;a;;;;;https://www.zara.com/it/it/kids-boy-trend-6-l2006.html;PANTONE COLLECTION;;
1750;li;;;;;;DIVIDER_MENU_8;;
1751;a;;;;;https://www.zara.com/it/it/bambini/neonata-c841529.html;DIVIDER_MENU_8;;
1752;a;;;;;https://www.zara.com/it/it/bambini-bambino-felpe-l267.html;FELPE;;
1753;a;;;;;https://www.zara.com/it/it/kids-girl-shirts-blouses-l3753.html;Camicette | Top;;
1754;li;;;;;;SET COORDINATI;;
1755;a;;;;;https://www.zara.com/it/it/donna-coordinati-l1061.html;SET COORDINATI;;
1756;li;;;;;;SCARPE;;
1757;a;;;;;https://www.zara.com/it/it/donna-scarpe-l1251.html;SCARPE;;
1758;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/Apercu-bold.2ff84c45.woff;Apercu-bold.2ff84c45.woff;;;;;;403
1759;li;;;;;;VESTITO MINNIE © DISNEY19,95 EUR;;
1760;a;;;;;https://www.zara.com/it/it/vestito-minnie---disney-p09006630.html;;;
1761;a;;;;;https://www.zara.com/it/it/vestito-minnie---disney-p09006630.html;VESTITO MINNIE © DISNEY;;
1762;span;;;;;;VESTITO MINNIE © DISNEY;;
1763;li;;;;;;VESTITO CON INSERTI E VOLANT17,95 EUR;;
1764;a;;;;;https://www.zara.com/it/it/vestito-con-inserti-e-volant-p01165795.html;;;
1765;a;;;;;https://www.zara.com/it/it/vestito-con-inserti-e-volant-p01165795.html;VESTITO CON INSERTI E VOLANT;;
1766;span;;;;;;VESTITO CON INSERTI E VOLANT;;
1767;li;;;;;;VESTITO IN TULLE A QUADRI VICHY22,95 EUR;;
1768;a;;;;;https://www.zara.com/it/it/vestito-in-tulle-a-quadri-vichy-p06201603.html;;;
1769;div;;;;;;Vestito con collo dritto e spalline. Chiusura con abbottonatura sulla pettorina ed elastici sul carré. Orlo scampanato con ricami.;;
1770;a;;;;;https://www.zara.com/it/it/vestito-in-popeline-con-elastici-p03798600.html;;;
1771;li;;;;;;VESTITO MINNIE © DISNEY19,95 EURVESTITO CON INSERTI E VOLANT17,95 EURVESTITO IN TULLE A QUADRI VICHY22,95 EUR;;
1772;a;;;;;https://www.zara.com/it/it/vestito-a-righe-cut-out-p06048442.html;;;
1773;a;;;;;https://www.zara.com/it/it/vestito-a-righe-cut-out-p06048442.html;VESTITO A RIGHE CUT OUT;;
1774;span;;;;;;VESTITO A RIGHE CUT OUT;;
1775;li;;;;;;VESTITO MINIMAL22,95 EUR;;
1776;a;;;;;https://www.zara.com/it/it/vestito-minimal-p00219633.html;;;
1777;a;;;;;https://www.zara.com/it/it/vestito-minimal-p00219633.html;VESTITO MINIMAL;;
1778;span;;;;;;VESTITO MINIMAL;;
1779;li;;;;;;VESTITO IN POPELINE CON ELASTICI25,95 EURVestito con collo dritto e spalline. Chiusura con abbottonatura sulla pettorina ed elastici sul carré. Orlo scampanato con ricami.;;
1780;a;;;;;https://www.zara.com/it/it/vestito-in-popeline-con-elastici-p03798600.html;VESTITO IN POPELINE CON ELASTICI;;
1781;span;;;;;;VESTITO IN POPELINE CON ELASTICI;;
1782;script;https://s.go-mpulse.net/boomerang/KAZLT-VPAY6-9BKL5-JEPJR-ULDBV;KAZLT-VPAY6-9BKL5-JEPJR-ULDBV;;;;;.jpg;200
1783;script;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle~catalog-search-products-bundle.js;catalog-category-products-category-bundle~catalog-search-products-bundle.js;;;;;;
1784;a;;;;;https://www.zara.com/it/it/kids-girl-shirts-shirts-l3752.html;Camicie;;
1785;li;;;;;;Camicette | Top;;
1786;a;;;;;https://www.zara.com/it/it/uomo-c842006.html;DIVIDER_MENU_13;;
1787;li;;;;;;DIVIDER_MENU_21;;
1788;a;;;;;https://www.zara.com/it/it/bambini/neonata-c845536.html;DIVIDER_MENU_21;;
1789;li;;;;;;NEONATA | 3 mesi - 5 ANNIDIVIDER_MENU_2NOVITÀSPECIAL COLLECTIONDIVIDER_MENU_8VESTITI | SALOPETTEVedi TuttoVestitiTuteMAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®BasicsPacksGONNE | SHORTSVedi TuttoShortsGonneTuteTINTA UNITASTAMPATECOTONEDenimLEGGINGS | PANTALONIVedi TuttoLeggingsPantaloniTINTA UNITASTAMPATIBasicsFELPEVedi TuttoTinta unitaFantasiaBasicsGIUBBOTTICAMICIEVedi TuttoTINTA UNITASTAMPATEROMANTICHEMANICHE CORTE.MANICHE LUNGHEJEANSVedi TuttoSLIMPAPERBAGBAGGYShortsSalopetteNEW FITSBASICSVedi TuttoMaglietteLeggings | PantaloniFELPEMaglieGONNE | SHORTSAccessori | UnderwearScarpe | BorseTOTAL LOOKMAGLIERIAVedi TuttoMaglieCardigan E GiaccheVestiti E PantaloniBasicsCOSTUMISCARPEVisualizza tuttoSandaloScarpeSportiveBasicsSummer ShoesStivaliPelleDIVIDER_MENU_2Special pricesBORSE | ZAINIACCESSORIVedi TuttoBerretti | CappelliAccessori per capelliACCESSORIBigiotteriaUNDERWEAR E PIGIAMIVedi TuttoPigiamiIntimo | BodyCalzini E CalzeLICENZEDENIMPROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsSISTERSSUMMER IN THE CITYJOIN LIFE COLLECTIONDIVIDER_MENU_13DIVIDER_MENU_21CARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldo;;
1790;a;;;;;#;NEONATA | 3 mesi - 5 ANNI;;
1791;span;;;;;;NEONATA;;
1792;span;;;;;;3 mesi - 5 ANNI;;
1793;ul;;;;;;DIVIDER_MENU_2NOVITÀSPECIAL COLLECTIONDIVIDER_MENU_8VESTITI | SALOPETTEVedi TuttoVestitiTuteMAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®BasicsPacksGONNE | SHORTSVedi TuttoShortsGonneTuteTINTA UNITASTAMPATECOTONEDenimLEGGINGS | PANTALONIVedi TuttoLeggingsPantaloniTINTA UNITASTAMPATIBasicsFELPEVedi TuttoTinta unitaFantasiaBasicsGIUBBOTTICAMICIEVedi TuttoTINTA UNITASTAMPATEROMANTICHEMANICHE CORTE.MANICHE LUNGHEJEANSVedi TuttoSLIMPAPERBAGBAGGYShortsSalopetteNEW FITSBASICSVedi TuttoMaglietteLeggings | PantaloniFELPEMaglieGONNE | SHORTSAccessori | UnderwearScarpe | BorseTOTAL LOOKMAGLIERIAVedi TuttoMaglieCardigan E GiaccheVestiti E PantaloniBasicsCOSTUMISCARPEVisualizza tuttoSandaloScarpeSportiveBasicsSummer ShoesStivaliPelleDIVIDER_MENU_2Special pricesBORSE | ZAINIACCESSORIVedi TuttoBerretti | CappelliAccessori per capelliACCESSORIBigiotteriaUNDERWEAR E PIGIAMIVedi TuttoPigiamiIntimo | BodyCalzini E CalzeLICENZEDENIMPROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsSISTERSSUMMER IN THE CITYJOIN LIFE COLLECTIONDIVIDER_MENU_13DIVIDER_MENU_21CARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldo;;
1794;a;;;;;https://www.zara.com/it/it/kids-babygirl-perfumes-l4041.html;Visualizza Tutto;;
1795;a;;;;;https://www.zara.com/it/it/kids-babygirl-perfumes-emotions-l4162.html;Emotions;;
1796;a;;;;;https://www.zara.com/it/it/kids-babygirl-perfumes-licenses-l4163.html;Cartoons;;
1797;a;;;;;https://www.zara.com/it/it/kids-babygirl-perfumes-our-classics-l4164.html;Our Classics;;
1798;li;;;;;;SISTERS;;
1799;a;;;;;https://www.zara.com/it/it/kids-babygirl-trend-14-l4046.html;SISTERS;;
1800;a;;;;;https://www.zara.com/it/it/uomo-camicie-l737.html;CAMICIE;;
1801;ul;;;;;;Visualizza TuttoTinta UnitaCamicie Maniche CorteCamicie a RigheFantasiaFormale;;
1802;a;;;;;https://www.zara.com/it/it/uomo-camicie-l737.html;Visualizza Tutto;;
1803;li;;;;;;Tinta Unita;;
1804;img;https://static.zara.net/photos///2021/I/0/3/p/6062/079/620/102/w/222/6062079620_1_1_1.jpg?ts=1622192241232;6062079620_1_1_1.jpg?ts=1622192241232;;VESTITO COMBINATO COLOR BLOCK;;;.jpg;200
1805;li;;;;;;Condizioni Carta Regalo;;
1806;a;;;;;https://static.zara.net/static/pdfs/IT/giftcard-conditions/giftcard-conditions-it_IT-20200407.pdf;Condizioni Carta Regalo;;
1807;li;;;;;;Condizioni di Utilizzo del Video Regalo;;
1808;a;;;;;https://static.zara.net/static/pdfs/ZARA/giftvideo-conditions/giftvideo-conditions-it_ZARA-20210318.pdf;Condizioni di Utilizzo del Video Regalo;;
1809;li;;;;;;Impostazioni cookie;;
1810;div;;;;;;Cambio negozioItalia / ItalyCambio linguaItalianoEnglishBreadcrumbsZara / BAMBINI / BAMBINA / VESTITI | SALOPETTE / Vedi Tutto© All rights reserved;;
1811;div;;;;;;Cambio negozioItalia / ItalyCambio linguaItalianoEnglish;;
1812;nav;;;;;;Cambio negozioItalia / Italy;;
1813;h3;;;;;;Cambio negozio;;
1814;ul;;;;;;Italia / Italy;;
1815;a;;;;;https://www.zara.com/it/it/tuta-a-coste-a-righe-p09006769.html;;;
1816;a;;;;;https://www.zara.com/it/it/tuta-a-coste-a-righe-p09006769.html;TUTA A COSTE A RIGHE;;
1817;span;;;;;;TUTA A COSTE A RIGHE;;
1818;li;;;;;;VESTITO CHEMISIER POIS22,95 EUR;;
1819;a;;;;;https://www.zara.com/it/it/vestito-chemisier-pois-p04479630.html;;;
1820;a;;;;;https://www.zara.com/it/it/vestito-chemisier-pois-p04479630.html;VESTITO CHEMISIER POIS;;
1821;span;;;;;;VESTITO CHEMISIER POIS;;
1822;li;;;;;;NUOVO / +1 COLOREVESTITO RIB9,95 EUR;;
1823;a;;;;;https://www.zara.com/it/it/vestito-rib-p09007720.html;;;
1824;div;;;;;;NUOVO / +1 COLORE;;
1825;img;https://static.zara.net/photos///2021/V/0/3/p/1639/603/620/2/w/222/1639603620_6_1_1.jpg?ts=1612967014348;1639603620_6_1_1.jpg?ts=1612967014348;;VESTITO COLOR BLOCK;;;.jpg;200
1826;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/Apercu-bold.88011198.eot;Apercu-bold.88011198.eot;;;;;;403
1827;img;https://static.zara.net/photos///2021/V/0/3/p/1308/412/712/2/w/222/1308412712_6_1_1.jpg?ts=1618503388526;1308412712_6_1_1.jpg?ts=1618503388526;;VESTITO STAMPA FLOREALE FIOCCO;;;.jpg;200
1828;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/help/carta-regalo-h18.html;Carta Regalo;;
1829;li;;;;;;Opzioni regalo;;
1830;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/help/gift-options-h22.html;Opzioni regalo;;
1831;li;;;;;;Pagamento;;
1832;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/help/pagamento-h25.html;Pagamento;;
1833;li;;;;;;Spedizione;;
1834;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/help/spedizione-h31.html;Spedizione;;
1835;li;;;;;;CAMBI MERCE;;
1836;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/help/cambi-e-restituzioni-h36.html;CAMBI MERCE;;
1837;li;;;;;;Negozi e azienda;;
1838;a;;;;;https://www.zara.com/it/it/bambini/neonata-c472502.html;DIVIDER_MENU_2;;
1839;a;;;;;https://www.zara.com/it/it/bambini-bambina-tute-l383.html;Tute;;
1840;li;;;;;;DENIM;;
1841;a;;;;;https://www.zara.com/it/it/kids-girl-dresses-denim-l4387.html;DENIM;;
1842;li;;;;;;Special Occasions;;
1843;a;;;;;https://www.zara.com/it/it/kids-girl-dresses-occasion-l4435.html;Special Occasions;;
1844;div;;;;;;Vai ai contenuti principaliPassa al menù delle categorieMotore di ricerca di prodottiCercaPremere enter per accedere al motore di ricercaVista0LOGINSUPPORTOCesta(0);;
